DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,DEMAIS OBITOS,COVID19
2011-01-30,0.0,53.0,30.0,45.0,188.0,0.0
2011-01-31,0.0,59.0,23.0,39.0,203.0,0.0
2011-02-01,0.0,59.0,33.0,31.0,187.0,0.0
2011-02-02,0.0,69.0,23.0,42.0,189.0,0.0
2011-02-03,0.0,58.0,37.0,31.0,197.0,0.0
2011-02-04,0.0,58.0,24.0,40.0,177.0,0.0
2011-02-05,0.0,62.0,27.0,35.0,216.0,0.0
2011-02-06,0.0,62.0,26.0,32.0,194.0,0.0
2011-02-07,0.0,63.0,26.0,47.0,164.0,0.0
2011-02-08,0.0,49.0,26.0,34.0,187.0,0.0
2011-02-09,0.0,56.0,19.0,41.0,215.0,0.0
2011-02-10,0.0,46.0,23.0,36.0,188.0,0.0
2011-02-11,0.0,48.0,26.0,32.0,174.0,0.0
2011-02-12,0.0,53.0,25.0,52.0,177.0,0.0
2011-02-13,0.0,38.0,22.0,36.0,166.0,0.0
2011-02-14,0.0,66.0,19.0,44.0,189.0,0.0
2011-02-15,1.0,75.0,29.0,31.0,197.0,0.0
2011-02-16,0.0,53.0,30.0,32.0,185.0,0.0
2011-02-17,0.0,44.0,29.0,40.0,167.0,0.0
2011-02-18,0.0,52.0,31.0,37.0,217.0,0.0
2011-02-19,0.0,69.0,29.0,29.0,184.0,0.0
2011-02-20,0.0,57.0,29.0,52.0,191.0,0.0
2011-02-21,0.0,58.0,27.0,40.0,230.0,0.0
2011-02-22,0.0,44.0,21.0,33.0,168.0,0.0
2011-02-23,0.0,57.0,31.0,47.0,201.0,0.0
2011-02-24,0.0,57.0,30.0,38.0,194.0,0.0
2011-02-25,0.0,51.0,25.0,28.0,201.0,0.0
2011-02-26,0.0,60.0,29.0,53.0,168.0,0.0
2011-02-27,0.0,52.0,42.0,37.0,165.0,0.0
2011-02-28,0.0,65.0,26.0,40.0,205.0,0.0
2011-03-01,0.0,66.0,24.0,36.0,191.0,0.0
2011-03-02,0.0,56.0,33.0,35.0,198.0,0.0
2011-03-03,1.0,59.0,31.0,38.0,189.0,0.0
2011-03-04,0.0,46.0,30.0,48.0,178.0,0.0
2011-03-05,0.0,46.0,33.0,37.0,161.0,0.0
2011-03-06,0.0,54.0,30.0,29.0,198.0,0.0
2011-03-07,0.0,51.0,22.0,28.0,188.0,0.0
2011-03-08,1.0,48.0,24.0,38.0,181.0,0.0
2011-03-09,0.0,44.0,30.0,42.0,181.0,0.0
2011-03-10,0.0,56.0,29.0,42.0,168.0,0.0
2011-03-11,0.0,65.0,39.0,27.0,186.0,0.0
2011-03-12,0.0,56.0,28.0,33.0,182.0,0.0
2011-03-13,0.0,72.0,29.0,38.0,197.0,0.0
2011-03-14,1.0,51.0,38.0,31.0,214.0,0.0
2011-03-15,0.0,65.0,39.0,34.0,159.0,0.0
2011-03-16,0.0,58.0,25.0,35.0,204.0,0.0
2011-03-17,0.0,60.0,34.0,34.0,191.0,0.0
2011-03-18,0.0,56.0,34.0,45.0,162.0,0.0
2011-03-19,0.0,64.0,19.0,24.0,197.0,0.0
