DATA,SRAG,PNEUMONIA,INSUFICIENCIA RESPIRATORIA,SEPTICEMIA,DEMAIS OBITOS,COVID19
2010-05-18,2.0,389.0,210.0,269.0,1154.0,0.0
2010-05-19,0.0,368.0,224.0,253.0,1138.0,0.0
2010-05-20,0.0,369.0,178.0,247.0,1158.0,0.0
2010-05-21,1.0,400.0,193.0,246.0,1151.0,0.0
2010-05-22,1.0,378.0,226.0,245.0,1136.0,0.0
2010-05-23,0.0,383.0,215.0,263.0,1187.0,0.0
2010-05-24,2.0,384.0,184.0,274.0,1145.0,0.0
2010-05-25,0.0,378.0,216.0,288.0,1133.0,0.0
2010-05-26,0.0,377.0,224.0,266.0,1026.0,0.0
2010-05-27,1.0,414.0,219.0,249.0,1117.0,0.0
2010-05-28,0.0,336.0,221.0,258.0,1117.0,0.0
2010-05-29,2.0,368.0,202.0,242.0,1077.0,0.0
2010-05-30,0.0,431.0,209.0,235.0,1085.0,0.0
2010-05-31,0.0,354.0,218.0,247.0,1185.0,0.0
2010-06-01,2.0,333.0,214.0,267.0,1191.0,0.0
2010-06-02,0.0,360.0,202.0,230.0,1119.0,0.0
2010-06-03,0.0,361.0,227.0,257.0,1166.0,0.0
2010-06-04,0.0,391.0,221.0,269.0,1092.0,0.0
2010-06-05,1.0,392.0,229.0,209.0,1134.0,0.0
2010-06-06,1.0,392.0,172.0,241.0,1128.0,0.0
2010-06-07,0.0,376.0,198.0,257.0,1256.0,0.0
2010-06-08,0.0,399.0,230.0,264.0,1191.0,0.0
2010-06-09,1.0,371.0,225.0,265.0,1203.0,0.0
2010-06-10,0.0,406.0,205.0,283.0,1194.0,0.0
2010-06-11,0.0,413.0,205.0,269.0,1184.0,0.0
2010-06-12,0.0,387.0,210.0,240.0,1212.0,0.0
2010-06-13,0.0,405.0,194.0,229.0,1189.0,0.0
2010-06-14,1.0,390.0,208.0,228.0,1261.0,0.0
2010-06-15,0.0,380.0,224.0,268.0,1233.0,0.0
2010-06-16,2.0,421.0,208.0,291.0,1217.0,0.0
2010-06-17,0.0,463.0,231.0,264.0,1183.0,0.0
2010-06-18,1.0,447.0,218.0,252.0,1236.0,0.0
2010-06-19,1.0,403.0,218.0,247.0,1221.0,0.0
2010-06-20,0.0,422.0,206.0,279.0,1237.0,0.0
2010-06-21,0.0,459.0,194.0,261.0,1224.0,0.0
2010-06-22,0.0,421.0,208.0,292.0,1213.0,0.0
2010-06-23,0.0,403.0,202.0,245.0,1174.0,0.0
2010-06-24,1.0,380.0,197.0,255.0,1215.0,0.0
2010-06-25,0.0,424.0,217.0,258.0,1125.0,0.0
2010-06-26,0.0,414.0,198.0,294.0,1161.0,0.0
2010-06-27,0.0,425.0,216.0,242.0,1113.0,0.0
2010-06-28,0.0,427.0,208.0,253.0,1207.0,0.0
2010-06-29,0.0,432.0,191.0,247.0,1139.0,0.0
2010-06-30,0.0,416.0,202.0,249.0,1115.0,0.0
2010-07-01,0.0,477.0,200.0,261.0,1150.0,0.0
2010-07-02,0.0,373.0,235.0,238.0,1143.0,0.0
2010-07-03,2.0,406.0,244.0,249.0,1192.0,0.0
2010-07-04,1.0,439.0,215.0,288.0,1134.0,0.0
2010-07-05,0.0,371.0,216.0,257.0,1136.0,0.0
2010-07-06,2.0,436.0,212.0,256.0,1201.0,0.0
2010-07-07,0.0,431.0,212.0,248.0,1171.0,0.0
2010-07-08,0.0,420.0,180.0,273.0,1165.0,0.0
2010-07-09,0.0,380.0,215.0,254.0,1233.0,0.0
2010-07-10,0.0,440.0,217.0,268.0,1143.0,0.0
2010-07-11,1.0,453.0,205.0,244.0,1132.0,0.0
2010-07-12,0.0,412.0,230.0,273.0,1214.0,0.0
2010-07-13,0.0,421.0,205.0,223.0,1186.0,0.0
2010-07-14,0.0,431.0,201.0,300.0,1173.0,0.0
2010-07-15,2.0,375.0,191.0,228.0,1137.0,0.0
2010-07-16,0.0,412.0,209.0,273.0,1170.0,0.0
2010-07-17,0.0,446.0,203.0,255.0,1190.0,0.0
2010-07-18,0.0,408.0,198.0,251.0,1194.0,0.0
2010-07-19,0.0,409.0,199.0,260.0,1214.0,0.0
2010-07-20,1.0,431.0,185.0,254.0,1220.0,0.0
2010-07-21,0.0,430.0,267.0,224.0,1138.0,0.0
2010-07-22,1.0,395.0,222.0,274.0,1172.0,0.0
2010-07-23,0.0,404.0,216.0,266.0,1171.0,0.0
2010-07-24,0.0,398.0,212.0,277.0,1131.0,0.0
2010-07-25,0.0,421.0,196.0,264.0,1124.0,0.0
2010-07-26,0.0,410.0,222.0,225.0,1118.0,0.0
2010-07-27,0.0,396.0,187.0,253.0,1100.0,0.0
2010-07-28,1.0,398.0,229.0,267.0,1164.0,0.0
2010-07-29,1.0,347.0,223.0,236.0,1046.0,0.0
2010-07-30,0.0,341.0,217.0,270.0,1104.0,0.0
