DATA,DEMAIS OBITOS,INSUFICIENCIA RESPIRATORIA,PNEUMONIA,SEPTICEMIA,SRAG,COVID19
2010-08-01,109.0,24.0,47.0,29.0,0.0,0.0
2010-08-02,122.0,23.0,37.0,21.0,0.0,0.0
2010-08-03,107.0,26.0,40.0,26.0,0.0,0.0
2010-08-04,125.0,31.0,40.0,18.0,0.0,0.0
2010-08-05,124.0,26.0,37.0,27.0,0.0,0.0
2010-08-06,117.0,18.0,48.0,39.0,0.0,0.0
2010-08-07,129.0,26.0,47.0,18.0,0.0,0.0
2010-08-08,126.0,28.0,54.0,20.0,0.0,0.0
2010-08-09,134.0,18.0,51.0,26.0,0.0,0.0
2010-08-10,114.0,17.0,39.0,27.0,0.0,0.0
2010-08-11,114.0,16.0,28.0,28.0,0.0,0.0
2010-08-12,112.0,35.0,40.0,24.0,0.0,0.0
2010-08-13,126.0,33.0,32.0,20.0,0.0,0.0
2010-08-14,93.0,19.0,37.0,25.0,0.0,0.0
2010-08-15,108.0,17.0,33.0,26.0,0.0,0.0
2010-08-16,116.0,31.0,47.0,29.0,0.0,0.0
2010-08-17,121.0,25.0,34.0,26.0,0.0,0.0
2010-08-18,122.0,23.0,35.0,24.0,0.0,0.0
2010-08-19,126.0,24.0,50.0,29.0,1.0,0.0
2010-08-20,138.0,23.0,45.0,20.0,0.0,0.0
2010-08-21,138.0,20.0,35.0,34.0,0.0,0.0
2010-08-22,153.0,23.0,45.0,30.0,0.0,0.0
2010-08-23,138.0,25.0,48.0,30.0,0.0,0.0
2010-08-24,130.0,25.0,52.0,29.0,0.0,0.0
2010-08-25,128.0,26.0,45.0,26.0,0.0,0.0
2010-08-26,134.0,27.0,52.0,32.0,0.0,0.0
2010-08-27,99.0,21.0,54.0,32.0,0.0,0.0
2010-08-28,142.0,27.0,52.0,19.0,0.0,0.0
2010-08-29,132.0,27.0,50.0,22.0,0.0,0.0
2010-08-30,115.0,27.0,39.0,26.0,0.0,0.0
2010-08-31,107.0,21.0,41.0,31.0,0.0,0.0
2010-09-01,122.0,19.0,49.0,38.0,0.0,0.0
2010-09-02,149.0,27.0,40.0,39.0,0.0,0.0
2010-09-03,127.0,20.0,46.0,25.0,0.0,0.0
2010-09-04,105.0,25.0,30.0,31.0,0.0,0.0
2010-09-05,115.0,29.0,42.0,33.0,0.0,0.0
2010-09-06,117.0,35.0,44.0,32.0,0.0,0.0
2010-09-07,130.0,27.0,32.0,25.0,0.0,0.0
2010-09-08,119.0,17.0,44.0,21.0,0.0,0.0
2010-09-09,111.0,31.0,40.0,22.0,0.0,0.0
2010-09-10,127.0,22.0,44.0,27.0,0.0,0.0
2010-09-11,141.0,20.0,60.0,36.0,0.0,0.0
2010-09-12,134.0,18.0,53.0,25.0,0.0,0.0
2010-09-13,142.0,31.0,41.0,27.0,0.0,0.0
2010-09-14,127.0,30.0,46.0,30.0,0.0,0.0
2010-09-15,122.0,17.0,56.0,25.0,0.0,0.0
2010-09-16,123.0,25.0,41.0,33.0,0.0,0.0
2010-09-17,122.0,24.0,48.0,28.0,0.0,0.0
2010-09-18,106.0,18.0,48.0,30.0,0.0,0.0
2010-09-19,129.0,19.0,43.0,24.0,0.0,0.0
2010-09-20,115.0,19.0,44.0,33.0,0.0,0.0
2010-09-21,122.0,26.0,47.0,37.0,0.0,0.0
2010-09-22,112.0,30.0,44.0,32.0,0.0,0.0
2010-09-23,141.0,23.0,43.0,22.0,0.0,0.0
2010-09-24,114.0,22.0,43.0,28.0,0.0,0.0
2010-09-25,122.0,15.0,52.0,34.0,0.0,0.0
2010-09-26,123.0,19.0,51.0,27.0,0.0,0.0
2010-09-27,118.0,26.0,53.0,29.0,0.0,0.0
2010-09-28,101.0,25.0,30.0,26.0,0.0,0.0
2010-09-29,125.0,23.0,48.0,39.0,0.0,0.0
2010-09-30,123.0,26.0,43.0,27.0,0.0,0.0
2010-10-01,110.0,20.0,44.0,33.0,0.0,0.0
2010-10-02,120.0,27.0,53.0,30.0,0.0,0.0
2010-10-03,88.0,19.0,47.0,38.0,0.0,0.0
2010-10-04,105.0,23.0,44.0,37.0,0.0,0.0
2010-10-05,121.0,21.0,32.0,31.0,0.0,0.0
2010-10-06,124.0,27.0,51.0,30.0,0.0,0.0
2010-10-07,128.0,23.0,38.0,31.0,0.0,0.0
2010-10-08,119.0,16.0,50.0,30.0,0.0,0.0
2010-10-09,139.0,16.0,35.0,24.0,0.0,0.0
2010-10-10,93.0,22.0,45.0,29.0,0.0,0.0
2010-10-11,123.0,22.0,41.0,24.0,0.0,0.0
2010-10-12,112.0,18.0,44.0,24.0,0.0,0.0
2010-10-13,131.0,17.0,30.0,28.0,0.0,0.0
2010-10-14,153.0,20.0,37.0,31.0,0.0,0.0
2010-10-15,122.0,22.0,51.0,25.0,0.0,0.0
2010-10-16,107.0,18.0,52.0,30.0,0.0,0.0
2010-10-17,110.0,25.0,50.0,20.0,0.0,0.0
2010-10-18,130.0,14.0,41.0,24.0,0.0,0.0
2010-10-19,103.0,24.0,35.0,22.0,0.0,0.0
2010-10-20,109.0,17.0,42.0,26.0,0.0,0.0
2010-10-21,108.0,22.0,27.0,23.0,0.0,0.0
2010-10-22,109.0,24.0,42.0,24.0,0.0,0.0
2010-10-23,105.0,22.0,37.0,22.0,1.0,0.0
2010-10-24,112.0,16.0,41.0,24.0,0.0,0.0
2010-10-25,124.0,33.0,35.0,28.0,0.0,0.0
2010-10-26,114.0,20.0,39.0,20.0,0.0,0.0
2010-10-27,98.0,15.0,31.0,22.0,0.0,0.0
2010-10-28,105.0,19.0,29.0,40.0,0.0,0.0
2010-10-29,119.0,22.0,39.0,32.0,0.0,0.0
2010-10-30,130.0,20.0,38.0,41.0,0.0,0.0
2010-10-31,98.0,22.0,50.0,39.0,0.0,0.0
2010-11-01,115.0,17.0,39.0,23.0,0.0,0.0
2010-11-02,101.0,22.0,51.0,24.0,0.0,0.0
2010-11-03,104.0,19.0,42.0,13.0,0.0,0.0
2010-11-04,119.0,11.0,39.0,26.0,0.0,0.0
2010-11-05,107.0,22.0,26.0,19.0,0.0,0.0
2010-11-06,120.0,17.0,38.0,29.0,0.0,0.0
2010-11-07,101.0,17.0,41.0,20.0,0.0,0.0
2010-11-08,135.0,16.0,29.0,37.0,0.0,0.0
2010-11-09,100.0,14.0,38.0,33.0,0.0,0.0
2010-11-10,122.0,19.0,30.0,31.0,0.0,0.0
2010-11-11,119.0,18.0,31.0,24.0,0.0,0.0
2010-11-12,121.0,17.0,31.0,32.0,0.0,0.0
2010-11-13,132.0,28.0,33.0,26.0,0.0,0.0
2010-11-14,131.0,20.0,32.0,26.0,0.0,0.0
2010-11-15,119.0,18.0,38.0,30.0,0.0,0.0
2010-11-16,101.0,21.0,39.0,18.0,0.0,0.0
2010-11-17,124.0,18.0,33.0,23.0,0.0,0.0
2010-11-18,121.0,19.0,40.0,19.0,0.0,0.0
2010-11-19,105.0,22.0,41.0,34.0,0.0,0.0
2010-11-20,120.0,25.0,43.0,33.0,0.0,0.0
2010-11-21,125.0,14.0,30.0,27.0,0.0,0.0
2010-11-22,136.0,27.0,43.0,32.0,0.0,0.0
2010-11-23,111.0,25.0,34.0,35.0,0.0,0.0
2010-11-24,88.0,24.0,40.0,28.0,0.0,0.0
2010-11-25,115.0,23.0,42.0,28.0,1.0,0.0
2010-11-26,120.0,27.0,35.0,29.0,0.0,0.0
2010-11-27,112.0,15.0,38.0,32.0,0.0,0.0
2010-11-28,105.0,17.0,40.0,25.0,0.0,0.0
2010-11-29,101.0,20.0,39.0,37.0,0.0,0.0
2010-11-30,117.0,15.0,39.0,29.0,0.0,0.0
2010-12-01,121.0,21.0,47.0,21.0,0.0,0.0
2010-12-02,114.0,23.0,24.0,29.0,0.0,0.0
2010-12-03,134.0,25.0,41.0,28.0,0.0,0.0
2010-12-04,123.0,17.0,56.0,32.0,0.0,0.0
2010-12-05,115.0,15.0,33.0,24.0,0.0,0.0
2010-12-06,129.0,18.0,44.0,19.0,0.0,0.0
2010-12-07,113.0,22.0,34.0,34.0,0.0,0.0
2010-12-08,118.0,19.0,41.0,27.0,0.0,0.0
2010-12-09,128.0,20.0,41.0,28.0,0.0,0.0
2010-12-10,108.0,16.0,38.0,31.0,0.0,0.0
2010-12-11,115.0,21.0,33.0,36.0,0.0,0.0
2010-12-12,144.0,22.0,33.0,37.0,0.0,0.0
2010-12-13,101.0,34.0,45.0,32.0,0.0,0.0
2010-12-14,127.0,30.0,45.0,31.0,0.0,0.0
2010-12-15,93.0,20.0,50.0,26.0,0.0,0.0
2010-12-16,120.0,14.0,35.0,26.0,0.0,0.0
2010-12-17,144.0,20.0,41.0,33.0,0.0,0.0
2010-12-18,119.0,21.0,41.0,39.0,0.0,0.0
2010-12-19,116.0,29.0,28.0,25.0,0.0,0.0
2010-12-20,148.0,15.0,49.0,37.0,0.0,0.0
2010-12-21,128.0,29.0,38.0,38.0,0.0,0.0
2010-12-22,113.0,25.0,42.0,21.0,0.0,0.0
2010-12-23,119.0,29.0,40.0,36.0,0.0,0.0
2010-12-24,112.0,13.0,44.0,34.0,0.0,0.0
2010-12-25,103.0,21.0,38.0,28.0,0.0,0.0
2010-12-26,128.0,18.0,43.0,28.0,0.0,0.0
2010-12-27,100.0,14.0,41.0,21.0,0.0,0.0
2010-12-28,105.0,25.0,28.0,25.0,0.0,0.0
2010-12-29,123.0,14.0,38.0,17.0,0.0,0.0
2010-12-30,116.0,16.0,35.0,26.0,0.0,0.0
2010-12-31,117.0,17.0,44.0,33.0,0.0,0.0
2011-01-01,128.0,20.0,36.0,22.0,0.0,0.0
2011-01-02,125.0,17.0,40.0,17.0,0.0,0.0
